Entry,Entry Name,Domain [FT],Organism,Protein families,Gene Names
A4K2P5,STK4_COLGU,"DOMAIN 30..281; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 433..480; /note=""SARAH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00310""",Colobus guereza (Mantled guereza) (Eastern black-and-white colobus monkey),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",STK4
A4K2Q5,STK4_OTOGA,"DOMAIN 30..281; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 433..480; /note=""SARAH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00310""",Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",STK4
A4K2S1,STK4_LEMCA,"DOMAIN 30..281; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 433..480; /note=""SARAH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00310""",Lemur catta (Ring-tailed lemur),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",STK4
A4K2T0,STK4_MACMU,"DOMAIN 30..281; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 433..480; /note=""SARAH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00310""",Macaca mulatta (Rhesus macaque),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",STK4
A4K2W5,STK4_AOTNA,"DOMAIN 30..281; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 433..480; /note=""SARAH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00310""",Aotus nancymaae (Ma's night monkey),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",STK4
A4K2Y1,STK4_CHLAE,"DOMAIN 30..281; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 433..480; /note=""SARAH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00310""",Chlorocebus aethiops (Green monkey) (Cercopithecus aethiops),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",STK4
A4L9P5,HIPK1_RAT,"DOMAIN 190..518; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Rattus norvegicus (Rat),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, HIPK subfamily",Hipk1
A4PES0,WEE2_PIG,"DOMAIN 214..492; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Sus scrofa (Pig),"Protein kinase superfamily, Ser/Thr protein kinase family, WEE1 subfamily",WEE2 WEE1B
A4QNA8,WEE2_XENTR,"DOMAIN 217..491; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),"Protein kinase superfamily, Ser/Thr protein kinase family, WEE1 subfamily",wee2
A4QXX4,SSN3_MAGO7,"DOMAIN 61..442; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Pyricularia oryzae),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",SSN3 CDK8 MGG_13931
A5A7I7,CDPK4_SOLTU,"DOMAIN 94..352; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 395..430; /note=""EF-hand 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 431..466; /note=""EF-hand 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 467..502; /note=""EF-hand 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 506..536; /note=""EF-hand 4""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""",Solanum tuberosum (Potato),"Protein kinase superfamily, Ser/Thr protein kinase family, CDPK subfamily",CPK4 CDPK4
A5A7I8,CDPK5_SOLTU,"DOMAIN 72..330; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 373..408; /note=""EF-hand 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 409..444; /note=""EF-hand 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 445..480; /note=""EF-hand 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 484..514; /note=""EF-hand 4""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""",Solanum tuberosum (Potato),"Protein kinase superfamily, Ser/Thr protein kinase family, CDPK subfamily",CPK5 CDPK5
A5GFW1,AURKA_PIG,"DOMAIN 133..383; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Sus scrofa (Pig),"Protein kinase superfamily, Ser/Thr protein kinase family, Aurora subfamily",AURKA AIK AIRK1 ARK1 AURA AYK1 BTAK IAK1 STK15 STK6
A5K0N4,KGP_PLAVS,"DOMAIN 534..791; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 792..846; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Plasmodium vivax (strain Salvador I),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, cGMP subfamily",PKG PVX_084705
A5PKJ4,MK07_BOVIN,"DOMAIN 55..347; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Bos taurus (Bovine),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",MAPK7
A6QLH6,SCYL1_BOVIN,"DOMAIN 14..314; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Bos taurus (Bovine),Protein kinase superfamily,SCYL1 NTKL
A6RYB8,ATG1_BOTFB,"DOMAIN 23..329; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Botryotinia fuckeliana (strain B05.10) (Noble rot fungus) (Botrytis cinerea),"Protein kinase superfamily, Ser/Thr protein kinase family, APG1/unc-51/ULK1 subfamily",atg1 BC1G_05432
A6ZU08,TOS3_YEAS7,"DOMAIN 50..344; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Saccharomyces cerevisiae (strain YJM789) (Baker's yeast),"Protein kinase superfamily, Ser/Thr protein kinase family",TOS3 SCY_1891
A7A1P0,STE11_YEAS7,"DOMAIN 20..84; /note=""SAM""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00184""; DOMAIN 415..712; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Saccharomyces cerevisiae (strain YJM789) (Baker's yeast),"Protein kinase superfamily, STE Ser/Thr protein kinase family, MAP kinase kinase kinase subfamily",STE11 SCY_3918
A7E3S4,RAF1_BOVIN,"DOMAIN 56..131; /note=""RBD""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00262""; DOMAIN 349..609; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Bos taurus (Bovine),"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",RAF1
A7E3X2,KC1G1_BOVIN,"DOMAIN 43..314; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Bos taurus (Bovine),"Protein kinase superfamily, CK1 Ser/Thr protein kinase family, Casein kinase I subfamily",CSNK1G1
A7J1T0,M313B_XENLA,"DOMAIN 171..412; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Xenopus laevis (African clawed frog),"Protein kinase superfamily, Ser/Thr protein kinase family",map3k13-b
A7J1T2,M313A_XENLA,"DOMAIN 169..410; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Xenopus laevis (African clawed frog),"Protein kinase superfamily, Ser/Thr protein kinase family",map3k13-a
A7MB74,SGK1_BOVIN,"DOMAIN 98..355; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 356..431; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Bos taurus (Bovine),"Protein kinase superfamily, AGC Ser/Thr protein kinase family",SGK1 SGK
A7MBB4,M3K13_BOVIN,"DOMAIN 168..409; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Bos taurus (Bovine),"Protein kinase superfamily, Ser/Thr protein kinase family",MAP3K13
A7MBL8,PKN2_DANRE,"DOMAIN 24..100; /note=""REM-1 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01207""; DOMAIN 114..194; /note=""REM-1 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01207""; DOMAIN 200..280; /note=""REM-1 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01207""; DOMAIN 298..468; /note=""C2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00041""; DOMAIN 650..909; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 910..977; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Danio rerio (Zebrafish) (Brachydanio rerio),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, PKC subfamily",pkn2 prk2 prkcl2 zgc:153916
A7SNN5,PLK4_NEMVE,"DOMAIN 13..266; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 565..678; /note=""Cryptic POLO box 1 (CPB1)""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01328""; DOMAIN 679..792; /note=""Cryptic POLO box 2 (CPB2)""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01329""; DOMAIN 901..965; /note=""POLO box""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00154""",Nematostella vectensis (Starlet sea anemone),"Protein kinase superfamily, Ser/Thr protein kinase family, CDC5/Polo subfamily",v1g246408
A8C984,MYLK3_DANRE,"DOMAIN 404..659; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Danio rerio (Zebrafish) (Brachydanio rerio),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family",mylk3 mlck
A8KBH6,KPCB_XENTR,"DOMAIN 155..272; /note=""C2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00041""; DOMAIN 339..597; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 598..668; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, PKC subfamily",prkcb prkcb1
A8WIP6,CDK20_DANRE,"DOMAIN 4..288; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Danio rerio (Zebrafish) (Brachydanio rerio),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",cdk20 ccrk si:dkeyp-77f7.1 zgc:101530
A8WJR8,MBK2_CAEBR,"DOMAIN 460..773; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Caenorhabditis briggsae,"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MNB/DYRK subfamily",mbk-2 CBG23998
A8WRV1,KIN29_CAEBR,"DOMAIN 18..269; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Caenorhabditis briggsae,"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, SNF1 subfamily",kin-29 CBG02036
A8WUG4,KPC3_CAEBR,"DOMAIN 12..95; /note=""PB1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01081""; DOMAIN 253..522; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 524..595; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Caenorhabditis briggsae,"Protein kinase superfamily, AGC Ser/Thr protein kinase family, PKC subfamily",pkc-3 CBG02381
A8WVU9,ROCK_CAEBR,"DOMAIN 68..330; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 331..402; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""; DOMAIN 784..846; /note=""RhoBD""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01206""; DOMAIN 961..1171; /note=""PH""; /evidence=""ECO:0000255""",Caenorhabditis briggsae,"Protein kinase superfamily, AGC Ser/Thr protein kinase family",let-502 CBG03960
A8WXF6,KCC2D_CAEBR,,Caenorhabditis briggsae,"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CaMK subfamily",unc-43 CBG04391
A8WYE4,PAR1_CAEBR,"DOMAIN 128..379; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 398..440; /note=""UBA""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00212""; DOMAIN 1039..1088; /note=""KA1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00565""",Caenorhabditis briggsae,"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, SNF1 subfamily",par-1 CBG04756
A8X0C4,PAR4_CAEBR,"DOMAIN 197..460; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Caenorhabditis briggsae,"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, LKB1 subfamily",par-4 CBG05647
A8X4H1,MBK1_CAEBR,"DOMAIN 367..690; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Caenorhabditis briggsae,"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MNB/DYRK subfamily",mbk-1 CBG07597
A8X5H5,GSK3_CAEBR,"DOMAIN 36..320; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Caenorhabditis briggsae,"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, GSK-3 subfamily",gsk-3 CBG07972
A8X6H1,EGL4_CAEBR,"DOMAIN 438..698; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 699..749; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Caenorhabditis briggsae,"Protein kinase superfamily, AGC Ser/Thr protein kinase family, cGMP subfamily",egl-4 CBG08401
A8X6H4,CMK1_CAEBR,"DOMAIN 22..278; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Caenorhabditis briggsae,"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CaMK subfamily",cmk-1 CBG08406
A8X775,DLK1_CAEBR,"DOMAIN 62..304; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Caenorhabditis briggsae,"Protein kinase superfamily, STE Ser/Thr protein kinase family, MAP kinase kinase kinase subfamily",dlk-1 CBG08707
A8XA58,CDK1_CAEBR,"DOMAIN 16..306; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Caenorhabditis briggsae,"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",cdk-1 CBG10007
A8XJL7,SAX1_CAEBR,"DOMAIN 87..381; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 382..452; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Caenorhabditis briggsae,"Protein kinase superfamily, AGC Ser/Thr protein kinase family",sax-1 CBG14249
A8XJQ6,KAPC2_CAEBR,"DOMAIN 63..317; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 318..385; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255""",Caenorhabditis briggsae,"Protein kinase superfamily, Ser/Thr protein kinase family, cAMP subfamily",CBG14305
A8XJW8,CST1_CAEBR,"DOMAIN 35..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 443..490; /note=""SARAH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00310""",Caenorhabditis briggsae,"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",cst-1 CBG14395
A8XNJ6,SGK1_CAEBR,"DOMAIN 136..393; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 394..464; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Caenorhabditis briggsae,"Protein kinase superfamily, AGC Ser/Thr protein kinase family",sgk-1 CBG16386
A8XQD5,DKF2_CAEBR,"DOMAIN 632..713; /note=""PH""; /evidence=""ECO:0000255""; DOMAIN 891..1147; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Caenorhabditis briggsae,"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, PKD subfamily",dkf-2 CBG17105
A8XSC1,NLK_CAEBR,"DOMAIN 208..554; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Caenorhabditis briggsae,"Protein kinase superfamily, Ser/Thr protein kinase family",lit-1 nlk CBG18286
A8XW88,KAPC1_CAEBR,"DOMAIN 52..305; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Caenorhabditis briggsae,"Protein kinase superfamily, Ser/Thr protein kinase family, cAMP subfamily",kin-1 CBG19814
A8XWC4,DKF1_CAEBR,"DOMAIN 316..444; /note=""PH""; /evidence=""ECO:0000255""; DOMAIN 464..725; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Caenorhabditis briggsae,"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, PKD subfamily",dkf-1 CBG19775
A9RVK2,M3K1B_PHYPA,"DOMAIN 431..684; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Physcomitrium patens (Spreading-leaved earth moss) (Physcomitrella patens),"Protein kinase superfamily, STE Ser/Thr protein kinase family, MAP kinase kinase kinase subfamily",MEKK1b PHYPADRAFT_24585
A9RWC9,M2K1A_PHYPA,"DOMAIN 69..331; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Physcomitrium patens (Spreading-leaved earth moss) (Physcomitrella patens),"Protein kinase superfamily, STE Ser/Thr protein kinase family, MAP kinase kinase subfamily",MKK1a PHYPADRAFT_206232
A9S5R3,M2K1C_PHYPA,"DOMAIN 70..332; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Physcomitrium patens (Spreading-leaved earth moss) (Physcomitrella patens),"Protein kinase superfamily, STE Ser/Thr protein kinase family, MAP kinase kinase subfamily",MKK1c PHYPADRAFT_181532
A9S9Q8,MPK4B_PHYPA,"DOMAIN 43..329; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Physcomitrium patens (Spreading-leaved earth moss) (Physcomitrella patens),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",MPK4b PHYPADRAFT_126277
A9SR33,M2K1B_PHYPA,"DOMAIN 66..328; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Physcomitrium patens (Spreading-leaved earth moss) (Physcomitrella patens),"Protein kinase superfamily, STE Ser/Thr protein kinase family, MAP kinase kinase subfamily",MKK1b PHYPADRAFT_230484
A9SY39,M3K1A_PHYPA,"DOMAIN 426..679; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Physcomitrium patens (Spreading-leaved earth moss) (Physcomitrella patens),"Protein kinase superfamily, STE Ser/Thr protein kinase family, MAP kinase kinase kinase subfamily",MEKK1a PHYPADRAFT_15847
A9T142,MPK4A_PHYPA,"DOMAIN 39..325; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Physcomitrium patens (Spreading-leaved earth moss) (Physcomitrella patens),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",MPK4a PHYPADRAFT_217865
A9TF79,SRK2A_PHYPA,"DOMAIN 12..268; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Physcomitrium patens (Spreading-leaved earth moss) (Physcomitrella patens),"Protein kinase superfamily, Ser/Thr protein kinase family",SRK2A PHYPADRAFT_194508
B0LT89,STK24_RAT,"DOMAIN 24..274; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Rattus norvegicus (Rat),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",Stk24 Mst3 Stk3
B0VXE8,CDK14_CALJA,"DOMAIN 89..373; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Callithrix jacchus (White-tufted-ear marmoset),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDK14 PFTK1
B0VXL7,CDK14_PLEMO,"DOMAIN 117..401; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Plecturocebus moloch (Dusky titi monkey) (Callicebus moloch),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDK14 PFTK1
B0WAU8,PLK4_CULQU,"DOMAIN 12..265; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 376..493; /note=""Cryptic POLO box 1 (CPB1)""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01328""; DOMAIN 494..598; /note=""Cryptic POLO box 2 (CPB2)""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01329""; DOMAIN 653..722; /note=""POLO box""",Culex quinquefasciatus (Southern house mosquito) (Culex pungens),"Protein kinase superfamily, Ser/Thr protein kinase family, CDC5/Polo subfamily",SAK CPIJ004252
B1H3E1,NLK2_XENTR,"DOMAIN 67..356; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",nlk.2
B1WAR9,GWL_XENTR,"DOMAIN 33..846; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 847..890; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),"Protein kinase superfamily, AGC Ser/Thr protein kinase family",mastl gw gwl
B1WAS2,HUNK_XENTR,"DOMAIN 55..313; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, SNF1 subfamily",hunk makv
B1WBU5,SBK2_RAT,"DOMAIN 62..330; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Rattus norvegicus (Rat),"Protein kinase superfamily, Ser/Thr protein kinase family, STKL subfamily",Sbk2
B2DD29,BRSK1_RAT,"DOMAIN 34..285; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 314..356; /note=""UBA""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00212""",Rattus norvegicus (Rat),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, SNF1 subfamily",Brsk1 Sadb
B2GUY1,PLK4_RAT,"DOMAIN 12..265; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 546..659; /note=""Cryptic POLO box 1 (CPB1)""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01328""; DOMAIN 660..773; /note=""Cryptic POLO box 2 (CPB2)""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01329""; DOMAIN 846..910; /note=""POLO box""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00154""",Rattus norvegicus (Rat),"Protein kinase superfamily, Ser/Thr protein kinase family, CDC5/Polo subfamily",Plk4 Sak
B2MVY4,CDK4_SHEEP,"DOMAIN 6..295; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Ovis aries (Sheep),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",
B3DL84,PLK4_XENTR,"DOMAIN 12..265; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 566..679; /note=""Cryptic POLO box 1 (CPB1)""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01328""; DOMAIN 680..792; /note=""Cryptic POLO box 2 (CPB2)""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01329""; DOMAIN 870..934; /note=""POLO box""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00154""",Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),"Protein kinase superfamily, Ser/Thr protein kinase family, CDC5/Polo subfamily",plk4 sak
